unit_id,treatment,exposed,exposure_count,converted,data_source,scenario
SYN-000497,control,1,1,0,synthetic,near_null_effect
SYN-000498,control,1,1,0,synthetic,near_null_effect
SYN-000499,treatment,1,1,0,synthetic,near_null_effect
SYN-000500,treatment,1,1,0,synthetic,near_null_effect
SYN-000501,control,1,1,1,synthetic,near_null_effect
SYN-000502,control,1,1,0,synthetic,near_null_effect
SYN-000503,control,1,1,0,synthetic,near_null_effect
SYN-000504,control,1,1,0,synthetic,near_null_effect
SYN-000505,control,1,1,0,synthetic,near_null_effect
SYN-000506,control,1,1,0,synthetic,near_null_effect
SYN-000507,control,1,1,0,synthetic,near_null_effect
SYN-000508,treatment,1,1,1,synthetic,near_null_effect
SYN-000509,treatment,1,1,1,synthetic,near_null_effect
SYN-000510,control,1,1,0,synthetic,near_null_effect
SYN-000511,treatment,1,1,0,synthetic,near_null_effect
SYN-000512,treatment,1,1,0,synthetic,near_null_effect
SYN-000513,control,1,1,0,synthetic,near_null_effect
SYN-000514,control,1,1,0,synthetic,near_null_effect
SYN-000515,control,1,1,0,synthetic,near_null_effect
SYN-000516,control,1,1,0,synthetic,near_null_effect
SYN-000517,treatment,1,1,0,synthetic,near_null_effect
SYN-000518,treatment,1,1,0,synthetic,near_null_effect
SYN-000519,control,1,1,0,synthetic,near_null_effect
SYN-000520,control,1,1,0,synthetic,near_null_effect
SYN-000521,control,1,1,0,synthetic,near_null_effect
SYN-000522,control,1,1,0,synthetic,near_null_effect
SYN-000523,control,1,1,0,synthetic,near_null_effect
SYN-000524,control,1,1,0,synthetic,near_null_effect
SYN-000525,control,1,1,0,synthetic,near_null_effect
SYN-000526,treatment,1,1,0,synthetic,near_null_effect
SYN-000527,control,1,1,0,synthetic,near_null_effect
SYN-000528,treatment,1,1,0,synthetic,near_null_effect
SYN-000529,treatment,1,1,0,synthetic,near_null_effect
SYN-000530,control,1,1,1,synthetic,near_null_effect
SYN-000531,control,1,1,0,synthetic,near_null_effect
SYN-000532,control,1,1,0,synthetic,near_null_effect
SYN-000533,treatment,1,1,0,synthetic,near_null_effect
SYN-000534,control,1,1,0,synthetic,near_null_effect
SYN-000535,control,1,1,0,synthetic,near_null_effect
SYN-000536,treatment,1,1,0,synthetic,near_null_effect
SYN-000537,treatment,1,1,1,synthetic,near_null_effect
SYN-000538,treatment,1,1,0,synthetic,near_null_effect
SYN-000539,treatment,1,1,0,synthetic,near_null_effect
SYN-000540,control,1,1,0,synthetic,near_null_effect
SYN-000541,treatment,1,1,0,synthetic,near_null_effect
SYN-000542,treatment,1,1,0,synthetic,near_null_effect
SYN-000543,treatment,1,1,0,synthetic,near_null_effect
SYN-000544,control,1,1,0,synthetic,near_null_effect
SYN-000545,control,1,1,0,synthetic,near_null_effect
SYN-000546,control,1,1,0,synthetic,near_null_effect
SYN-000547,control,1,1,0,synthetic,near_null_effect
SYN-000548,control,1,1,0,synthetic,near_null_effect
SYN-000549,treatment,1,1,0,synthetic,near_null_effect
SYN-000550,control,1,1,0,synthetic,near_null_effect
SYN-000551,control,1,1,0,synthetic,near_null_effect
SYN-000552,treatment,1,1,0,synthetic,near_null_effect
SYN-000553,treatment,1,1,0,synthetic,near_null_effect
SYN-000554,treatment,1,1,0,synthetic,near_null_effect
SYN-000555,control,1,1,0,synthetic,near_null_effect
SYN-000556,control,1,1,0,synthetic,near_null_effect
SYN-000557,control,1,1,0,synthetic,near_null_effect
SYN-000558,control,1,1,0,synthetic,near_null_effect
SYN-000559,treatment,1,1,0,synthetic,near_null_effect
SYN-000560,control,1,1,0,synthetic,near_null_effect
SYN-000561,treatment,1,1,0,synthetic,near_null_effect
SYN-000562,control,1,1,0,synthetic,near_null_effect
SYN-000563,control,1,1,0,synthetic,near_null_effect
SYN-000564,treatment,1,1,0,synthetic,near_null_effect
SYN-000565,control,1,1,0,synthetic,near_null_effect
SYN-000566,treatment,1,1,0,synthetic,near_null_effect
SYN-000567,control,1,1,0,synthetic,near_null_effect
SYN-000568,treatment,1,1,0,synthetic,near_null_effect
SYN-000569,treatment,1,1,0,synthetic,near_null_effect
SYN-000570,control,1,1,0,synthetic,near_null_effect
SYN-000571,control,1,1,0,synthetic,near_null_effect
SYN-000572,treatment,1,1,0,synthetic,near_null_effect
SYN-000573,treatment,1,1,0,synthetic,near_null_effect
SYN-000574,control,1,1,0,synthetic,near_null_effect
SYN-000575,control,1,1,0,synthetic,near_null_effect
SYN-000576,control,1,1,0,synthetic,near_null_effect
SYN-000577,control,1,1,0,synthetic,near_null_effect
SYN-000578,control,1,1,0,synthetic,near_null_effect
SYN-000579,control,1,1,0,synthetic,near_null_effect
SYN-000580,treatment,1,1,0,synthetic,near_null_effect
SYN-000581,treatment,1,1,0,synthetic,near_null_effect
SYN-000582,treatment,1,1,0,synthetic,near_null_effect
SYN-000583,control,1,1,0,synthetic,near_null_effect
SYN-000584,treatment,1,1,0,synthetic,near_null_effect
SYN-000585,control,1,1,0,synthetic,near_null_effect
SYN-000586,treatment,1,1,0,synthetic,near_null_effect
SYN-000587,control,1,1,0,synthetic,near_null_effect
SYN-000588,control,1,1,0,synthetic,near_null_effect
SYN-000589,treatment,1,1,0,synthetic,near_null_effect
SYN-000590,treatment,1,1,0,synthetic,near_null_effect
SYN-000591,treatment,1,1,0,synthetic,near_null_effect
SYN-000592,control,1,1,0,synthetic,near_null_effect
SYN-000593,control,1,1,1,synthetic,near_null_effect
SYN-000594,treatment,1,1,0,synthetic,near_null_effect
SYN-000595,treatment,1,1,0,synthetic,near_null_effect
SYN-000596,treatment,1,1,0,synthetic,near_null_effect
SYN-000597,treatment,1,1,0,synthetic,near_null_effect
SYN-000598,treatment,1,1,0,synthetic,near_null_effect
SYN-000599,control,1,1,0,synthetic,near_null_effect
SYN-000600,control,1,1,0,synthetic,near_null_effect
SYN-000601,treatment,1,1,0,synthetic,near_null_effect
SYN-000602,treatment,1,1,0,synthetic,near_null_effect
SYN-000603,treatment,1,1,0,synthetic,near_null_effect
SYN-000604,control,1,1,0,synthetic,near_null_effect
SYN-000605,treatment,1,1,0,synthetic,near_null_effect
SYN-000606,control,1,1,0,synthetic,near_null_effect
SYN-000607,treatment,1,1,0,synthetic,near_null_effect
SYN-000608,control,1,1,0,synthetic,near_null_effect
SYN-000609,treatment,1,1,0,synthetic,near_null_effect
SYN-000610,control,1,1,0,synthetic,near_null_effect
SYN-000611,treatment,1,1,0,synthetic,near_null_effect
SYN-000612,treatment,1,1,0,synthetic,near_null_effect
SYN-000613,control,1,1,0,synthetic,near_null_effect
SYN-000614,control,1,1,0,synthetic,near_null_effect
SYN-000615,treatment,1,1,0,synthetic,near_null_effect
SYN-000616,control,1,1,1,synthetic,near_null_effect
SYN-000617,treatment,1,1,0,synthetic,near_null_effect
SYN-000618,treatment,1,1,1,synthetic,near_null_effect
SYN-000619,control,1,1,0,synthetic,near_null_effect
SYN-000620,control,1,1,0,synthetic,near_null_effect
SYN-000621,treatment,1,1,0,synthetic,near_null_effect
SYN-000622,control,1,1,0,synthetic,near_null_effect
SYN-000623,control,1,1,0,synthetic,near_null_effect
SYN-000624,treatment,1,1,1,synthetic,near_null_effect
SYN-000625,control,1,1,1,synthetic,near_null_effect
SYN-000626,treatment,1,1,0,synthetic,near_null_effect
SYN-000627,control,1,1,0,synthetic,near_null_effect
SYN-000628,control,1,1,0,synthetic,near_null_effect
SYN-000629,control,1,1,1,synthetic,near_null_effect
SYN-000630,control,1,1,0,synthetic,near_null_effect
SYN-000631,treatment,1,1,1,synthetic,near_null_effect
SYN-000632,treatment,1,1,0,synthetic,near_null_effect
SYN-000633,control,1,1,0,synthetic,near_null_effect
SYN-000634,control,1,1,0,synthetic,near_null_effect
SYN-000635,control,1,1,0,synthetic,near_null_effect
SYN-000636,control,1,1,0,synthetic,near_null_effect
SYN-000637,treatment,1,1,0,synthetic,near_null_effect
SYN-000638,treatment,1,1,0,synthetic,near_null_effect
SYN-000639,control,1,1,0,synthetic,near_null_effect
SYN-000640,treatment,1,1,0,synthetic,near_null_effect
SYN-000641,treatment,1,1,0,synthetic,near_null_effect
SYN-000642,control,1,1,0,synthetic,near_null_effect
SYN-000643,control,1,1,0,synthetic,near_null_effect
SYN-000644,control,1,1,0,synthetic,near_null_effect
SYN-000645,treatment,1,1,0,synthetic,near_null_effect
SYN-000646,control,1,1,0,synthetic,near_null_effect
SYN-000647,control,1,1,0,synthetic,near_null_effect
SYN-000648,treatment,1,1,0,synthetic,near_null_effect
SYN-000649,control,1,1,0,synthetic,near_null_effect
SYN-000650,control,1,1,0,synthetic,near_null_effect
SYN-000651,control,1,1,0,synthetic,near_null_effect
SYN-000652,control,1,1,0,synthetic,near_null_effect
SYN-000653,treatment,1,1,0,synthetic,near_null_effect
SYN-000654,treatment,1,1,0,synthetic,near_null_effect
SYN-000655,treatment,1,1,0,synthetic,near_null_effect
SYN-000656,control,1,1,0,synthetic,near_null_effect
SYN-000657,control,1,1,0,synthetic,near_null_effect
SYN-000658,treatment,1,1,0,synthetic,near_null_effect
SYN-000659,treatment,1,1,1,synthetic,near_null_effect
SYN-000660,control,1,1,0,synthetic,near_null_effect
SYN-000661,control,1,1,0,synthetic,near_null_effect
SYN-000662,control,1,1,0,synthetic,near_null_effect
SYN-000663,control,1,1,1,synthetic,near_null_effect
SYN-000664,control,1,1,0,synthetic,near_null_effect
SYN-000665,control,1,1,0,synthetic,near_null_effect
SYN-000666,treatment,1,1,0,synthetic,near_null_effect
SYN-000667,control,1,1,0,synthetic,near_null_effect
SYN-000668,control,1,1,0,synthetic,near_null_effect
SYN-000669,control,1,1,0,synthetic,near_null_effect
SYN-000670,control,1,1,0,synthetic,near_null_effect
SYN-000671,treatment,1,1,0,synthetic,near_null_effect
SYN-000672,treatment,1,1,0,synthetic,near_null_effect
SYN-000673,control,1,1,0,synthetic,near_null_effect
SYN-000674,treatment,1,1,0,synthetic,near_null_effect
SYN-000675,control,1,1,0,synthetic,near_null_effect
SYN-000676,control,1,1,0,synthetic,near_null_effect
SYN-000677,control,1,1,0,synthetic,near_null_effect
SYN-000678,treatment,1,1,0,synthetic,near_null_effect
SYN-000679,treatment,1,1,1,synthetic,near_null_effect
SYN-000680,treatment,1,1,1,synthetic,near_null_effect
SYN-000681,control,1,1,0,synthetic,near_null_effect
SYN-000682,treatment,1,1,0,synthetic,near_null_effect
SYN-000683,treatment,1,1,0,synthetic,near_null_effect
SYN-000684,treatment,1,1,1,synthetic,near_null_effect
SYN-000685,treatment,1,1,0,synthetic,near_null_effect
SYN-000686,control,1,1,0,synthetic,near_null_effect
SYN-000687,control,1,1,0,synthetic,near_null_effect
SYN-000688,treatment,1,1,0,synthetic,near_null_effect
SYN-000689,treatment,1,1,0,synthetic,near_null_effect
SYN-000690,control,1,1,0,synthetic,near_null_effect
SYN-000691,treatment,1,1,0,synthetic,near_null_effect
SYN-000692,treatment,1,1,0,synthetic,near_null_effect
SYN-000693,treatment,1,1,0,synthetic,near_null_effect
SYN-000694,treatment,1,1,0,synthetic,near_null_effect
SYN-000695,treatment,1,1,0,synthetic,near_null_effect
SYN-000696,treatment,1,1,0,synthetic,near_null_effect
SYN-000697,treatment,1,1,0,synthetic,near_null_effect
SYN-000698,control,1,1,0,synthetic,near_null_effect
SYN-000699,control,1,1,0,synthetic,near_null_effect
SYN-000700,control,1,1,0,synthetic,near_null_effect
SYN-000701,control,1,1,0,synthetic,near_null_effect
SYN-000702,treatment,1,1,0,synthetic,near_null_effect
SYN-000703,control,1,1,0,synthetic,near_null_effect
SYN-000704,treatment,1,1,0,synthetic,near_null_effect
SYN-000705,treatment,1,1,0,synthetic,near_null_effect
SYN-000706,control,1,1,0,synthetic,near_null_effect
SYN-000707,control,1,1,0,synthetic,near_null_effect
SYN-000708,treatment,1,1,0,synthetic,near_null_effect
SYN-000709,treatment,1,1,0,synthetic,near_null_effect
SYN-000710,control,1,1,1,synthetic,near_null_effect
SYN-000711,treatment,1,1,0,synthetic,near_null_effect
SYN-000712,treatment,1,1,0,synthetic,near_null_effect
SYN-000713,control,1,1,0,synthetic,near_null_effect
SYN-000714,control,1,1,0,synthetic,near_null_effect
SYN-000715,treatment,1,1,0,synthetic,near_null_effect
SYN-000716,control,1,1,0,synthetic,near_null_effect
SYN-000717,control,1,1,0,synthetic,near_null_effect
SYN-000718,control,1,1,1,synthetic,near_null_effect
SYN-000719,control,1,1,0,synthetic,near_null_effect
SYN-000720,treatment,1,1,0,synthetic,near_null_effect
SYN-000721,treatment,1,1,0,synthetic,near_null_effect
SYN-000722,control,1,1,0,synthetic,near_null_effect
SYN-000723,control,1,1,0,synthetic,near_null_effect
SYN-000724,treatment,1,1,0,synthetic,near_null_effect
SYN-000725,treatment,1,1,0,synthetic,near_null_effect
SYN-000726,control,1,1,0,synthetic,near_null_effect
SYN-000727,treatment,1,1,0,synthetic,near_null_effect
SYN-000728,control,1,1,0,synthetic,near_null_effect
SYN-000729,control,1,1,0,synthetic,near_null_effect
SYN-000730,treatment,1,1,0,synthetic,near_null_effect
SYN-000731,control,1,1,0,synthetic,near_null_effect
SYN-000732,treatment,1,1,0,synthetic,near_null_effect
SYN-000733,control,1,1,0,synthetic,near_null_effect
SYN-000734,treatment,1,1,0,synthetic,near_null_effect
SYN-000735,control,1,1,0,synthetic,near_null_effect
SYN-000736,treatment,1,1,0,synthetic,near_null_effect
SYN-000737,control,1,1,0,synthetic,near_null_effect
SYN-000738,control,1,1,0,synthetic,near_null_effect
SYN-000739,control,1,1,0,synthetic,near_null_effect
SYN-000740,control,1,1,0,synthetic,near_null_effect
SYN-000741,control,1,1,0,synthetic,near_null_effect
SYN-000742,treatment,1,1,0,synthetic,near_null_effect
SYN-000743,treatment,1,1,0,synthetic,near_null_effect
SYN-000744,treatment,1,1,0,synthetic,near_null_effect
SYN-000745,control,1,1,0,synthetic,near_null_effect
SYN-000746,control,1,1,0,synthetic,near_null_effect
SYN-000747,control,1,1,0,synthetic,near_null_effect
SYN-000748,control,1,1,0,synthetic,near_null_effect
SYN-000749,treatment,1,1,0,synthetic,near_null_effect
SYN-000750,treatment,1,1,0,synthetic,near_null_effect
SYN-000751,treatment,1,1,0,synthetic,near_null_effect
SYN-000752,treatment,1,1,0,synthetic,near_null_effect
SYN-000753,treatment,1,1,0,synthetic,near_null_effect
SYN-000754,control,1,1,0,synthetic,near_null_effect
SYN-000755,control,1,1,0,synthetic,near_null_effect
SYN-000756,treatment,1,1,0,synthetic,near_null_effect
SYN-000757,treatment,1,1,1,synthetic,near_null_effect
SYN-000758,control,1,1,0,synthetic,near_null_effect
SYN-000759,treatment,1,1,0,synthetic,near_null_effect
SYN-000760,treatment,1,1,1,synthetic,near_null_effect
SYN-000761,control,1,1,0,synthetic,near_null_effect
SYN-000762,treatment,1,1,0,synthetic,near_null_effect
SYN-000763,treatment,1,1,0,synthetic,near_null_effect
SYN-000764,treatment,1,1,0,synthetic,near_null_effect
SYN-000765,control,1,1,0,synthetic,near_null_effect
SYN-000766,treatment,1,1,0,synthetic,near_null_effect
SYN-000767,treatment,1,1,0,synthetic,near_null_effect
SYN-000768,control,1,1,0,synthetic,near_null_effect
SYN-000769,control,1,1,0,synthetic,near_null_effect
SYN-000770,control,1,1,0,synthetic,near_null_effect
SYN-000771,control,1,1,0,synthetic,near_null_effect
SYN-000772,control,1,1,1,synthetic,near_null_effect
SYN-000773,treatment,1,1,0,synthetic,near_null_effect
SYN-000774,treatment,1,1,0,synthetic,near_null_effect
SYN-000775,control,1,1,0,synthetic,near_null_effect
SYN-000776,treatment,1,1,0,synthetic,near_null_effect
SYN-000777,control,1,1,0,synthetic,near_null_effect
SYN-000778,control,1,1,1,synthetic,near_null_effect
SYN-000779,treatment,1,1,0,synthetic,near_null_effect
SYN-000780,treatment,1,1,0,synthetic,near_null_effect
SYN-000781,control,1,1,0,synthetic,near_null_effect
SYN-000782,control,1,1,0,synthetic,near_null_effect
SYN-000783,control,1,1,1,synthetic,near_null_effect
SYN-000784,control,1,1,0,synthetic,near_null_effect
SYN-000785,control,1,1,0,synthetic,near_null_effect
SYN-000786,control,1,1,0,synthetic,near_null_effect
SYN-000787,control,1,1,0,synthetic,near_null_effect
SYN-000788,control,1,1,0,synthetic,near_null_effect
SYN-000789,control,1,1,0,synthetic,near_null_effect
SYN-000790,treatment,1,1,0,synthetic,near_null_effect
SYN-000791,treatment,1,1,0,synthetic,near_null_effect
SYN-000792,treatment,1,1,0,synthetic,near_null_effect
SYN-000793,treatment,1,1,0,synthetic,near_null_effect
SYN-000794,control,1,1,1,synthetic,near_null_effect
SYN-000795,control,1,1,0,synthetic,near_null_effect
SYN-000796,treatment,1,1,0,synthetic,near_null_effect
SYN-000797,treatment,1,1,0,synthetic,near_null_effect
SYN-000798,treatment,1,1,0,synthetic,near_null_effect
SYN-000799,control,1,1,0,synthetic,near_null_effect
SYN-000800,treatment,1,1,0,synthetic,near_null_effect
SYN-000801,control,1,1,0,synthetic,near_null_effect
SYN-000802,treatment,1,1,0,synthetic,near_null_effect
SYN-000803,control,1,1,0,synthetic,near_null_effect
SYN-000804,treatment,1,1,0,synthetic,near_null_effect
SYN-000805,control,1,1,0,synthetic,near_null_effect
SYN-000806,treatment,1,1,0,synthetic,near_null_effect
SYN-000807,control,1,1,0,synthetic,near_null_effect
SYN-000808,treatment,1,1,0,synthetic,near_null_effect
SYN-000809,treatment,1,1,0,synthetic,near_null_effect
SYN-000810,treatment,1,1,1,synthetic,near_null_effect
SYN-000811,treatment,1,1,0,synthetic,near_null_effect
SYN-000812,control,1,1,0,synthetic,near_null_effect
SYN-000813,control,1,1,1,synthetic,near_null_effect
SYN-000814,control,1,1,0,synthetic,near_null_effect
SYN-000815,treatment,1,1,0,synthetic,near_null_effect
SYN-000816,control,1,1,0,synthetic,near_null_effect
SYN-000817,treatment,1,1,0,synthetic,near_null_effect
SYN-000818,treatment,1,1,0,synthetic,near_null_effect
SYN-000819,treatment,1,1,0,synthetic,near_null_effect
SYN-000820,treatment,1,1,0,synthetic,near_null_effect
SYN-000821,control,1,1,0,synthetic,near_null_effect
SYN-000822,control,1,1,0,synthetic,near_null_effect
SYN-000823,control,1,1,0,synthetic,near_null_effect
SYN-000824,control,1,1,0,synthetic,near_null_effect
SYN-000825,treatment,1,1,1,synthetic,near_null_effect
SYN-000826,treatment,1,1,1,synthetic,near_null_effect
SYN-000827,control,1,1,0,synthetic,near_null_effect
SYN-000828,control,1,1,0,synthetic,near_null_effect
SYN-000829,treatment,1,1,0,synthetic,near_null_effect
SYN-000830,control,1,1,0,synthetic,near_null_effect
SYN-000831,control,1,1,0,synthetic,near_null_effect
SYN-000832,treatment,1,1,0,synthetic,near_null_effect
SYN-000833,treatment,1,1,0,synthetic,near_null_effect
SYN-000834,control,1,1,0,synthetic,near_null_effect
SYN-000835,control,1,1,0,synthetic,near_null_effect
SYN-000836,treatment,1,1,0,synthetic,near_null_effect
SYN-000837,treatment,1,1,0,synthetic,near_null_effect
SYN-000838,treatment,1,1,0,synthetic,near_null_effect
SYN-000839,treatment,1,1,0,synthetic,near_null_effect
SYN-000840,treatment,1,1,0,synthetic,near_null_effect
SYN-000841,control,1,1,0,synthetic,near_null_effect
SYN-000842,treatment,1,1,0,synthetic,near_null_effect
SYN-000843,control,1,1,0,synthetic,near_null_effect
SYN-000844,control,1,1,0,synthetic,near_null_effect
SYN-000845,treatment,1,1,0,synthetic,near_null_effect
SYN-000846,treatment,1,1,0,synthetic,near_null_effect
SYN-000847,treatment,1,1,0,synthetic,near_null_effect
SYN-000848,treatment,1,1,0,synthetic,near_null_effect
